Sherwood number,Power number,LCOW,Energy Consumption,Volumetric Recovery,Average membrane area,Average cp (TDS),Average pressure drop,Average K (TDS),Average f,Average Re,Average Sh (TDS),Average Pn,Average telescoping potential,Inlet velocity,Outlet velocity,Channel height,Spacer porosity,Length,Number of pressure vessels,Operating pressure,Outlet bulk concentration,Outlet interface concentration
29.151007546634403,1389495.494373136,0.8196118386261924,4.718373849852103,0.5,49052.76,1.2479455627390523,-168371.16408326905,5.68630621142824e-05,2.0946644315019975,218.2767675169273,29.151007546634403,1389495.4943731362,0.2806186068054484,0.24999999999999994,0.12515377811940695,0.0007112,0.85,6.0,200.0,10019586.51466894,69.82124666090026,83.38998980466165
29.151007546634403,1930697.7288832497,0.8243099081785209,4.755603512347786,0.5,49052.76000000001,1.247983334616527,-234076.589736435,5.6863179831228645e-05,2.9130757915569534,218.19546224449948,29.151007546634403,1930697.7288832502,0.390127649560725,0.24999999999999994,0.1251537777980827,0.0007112,0.85,6.0,200.0,10067495.284866815,69.82121048335668,83.33361128546039
29.151007546634403,2682695.7952797273,0.8308504317111678,4.807426234984632,0.5,49052.76000000001,1.2480367091633298,-325491.5216175898,5.686334611758879e-05,4.052651526367059,218.08256177879642,29.151007546634403,2682695.7952797273,0.5424858693626496,0.24999999999999994,0.12515377734901656,0.0007112,0.85,6.0,200.0,10134204.410266541,69.82115992342639,83.25538699682272
29.151007546634403,3727593.720314938,0.839962847190593,4.87961260916801,0.5,49052.76000000001,1.2481125873456067,-452740.1526780961,5.6863582447462305e-05,5.640756061344904,217.9258284362424,29.151007546634403,3727593.7203149376,0.7545669211301601,0.24999999999999994,0.12515377672003927,0.0007112,0.85,6.0,200.0,10227168.093138939,69.82108910734524,83.14691374398046
29.151007546634403,5179474.6792312125,0.8526718753154046,4.980262823544042,0.5,49052.76000000001,1.2482213159403601,-629994.6071376832,5.68639210818583e-05,7.856547726651246,217.70832295668788,29.151007546634403,5179474.679231211,1.0499910118961386,0.24999999999999997,0.12515377583640488,0.0007112,0.85,6.0,200.0,10356868.3003387,69.82098961936447,82.9966137790047
29.151007546634403,7196856.730011513,0.870423229637126,5.120792581627533,0.5,49052.76,1.248378720012801,-877152.0172469305,5.686441159851053e-05,10.953309680666337,217.40663571973892,29.151007546634403,7196856.730011515,1.4619200287448844,0.24999999999999994,0.12515377458988028,0.0007112,0.85,6.0,200.0,10538113.156748716,69.820849273251,82.78859018992651
29.151007546634403,,,,,,,,,,,,,,,,,,,,,,
36.106407876409946,100000.0,0.7896523541393575,4.514240142283478,0.5,49052.76,1.1956048286270207,-12104.347599655015,7.043028798665816e-05,0.1504837871463876,218.44278875837136,36.106407876409946,100000.0,0.02017391266609169,0.24999999999999994,0.12515381198107708,0.0007112,0.85,6.0,200.0,9660724.623472227,69.82505889398163,80.68024405738392
36.106407876409946,138949.5494373139,0.7899895385140312,4.516912088230452,0.5,49052.76,1.1956065786810668,-16819.62246137345,7.043029873063711e-05,0.20911039530032366,218.43657735316998,36.106407876409946,138949.54943731392,0.02803270410228908,0.24999999999999994,0.1251538119573695,0.0007112,0.85,6.0,200.0,9664163.168921128,69.82505622507219,80.67687799572248
36.106407876409946,193069.77288832495,0.7904581215436475,4.520625237379216,0.5,49052.76000000001,1.195609013620571,-23372.11437002152,7.043031367880677e-05,0.2905847045673877,218.42794702313134,36.106407876409946,193069.772888325,0.038953523950035866,0.24999999999999994,0.1251538119244157,0.0007112,0.85,6.0,200.0,9668941.754314244,69.82505251525615,80.67220131101588
36.106407876409946,268269.57952797273,0.7911093446830737,4.52578559219103,0.5,49052.76,1.1956124032262223,-32478.006003619288,7.04303344868059e-05,0.4038178160802555,218.41595597069954,36.106407876409946,268269.57952797273,0.054130010006032146,0.24999999999999994,0.1251538118786029,0.0007112,0.85,6.0,200.0,9675583.010219922,69.82504735782207,80.66570393365173
36.106407876409946,372759.3720314938,0.7920144657325696,4.532957718539275,0.5,49052.76,1.1956171251663257,-45132.98440810639,7.043036347203119e-05,0.5612028848614414,218.39929591048164,36.106407876409946,372759.3720314938,0.07522164068017731,0.24999999999999994,0.1251538118149006,0.0007112,0.85,6.0,200.0,9684813.773430238,69.8250401864513,80.65667750786378
36.106407876409946,517947.46792312124,0.7932726092473155,4.542926904046309,0.5,49052.76,1.1956237096292504,-62721.623978169046,7.043040388715397e-05,0.779981855559199,218.3761496392633,36.106407876409946,517947.4679231214,0.10453603996361506,0.24999999999999994,0.12515381172629836,0.0007112,0.85,6.0,200.0,9697645.225082163,69.82503021193904,80.64413851735567
36.106407876409946,719685.6730011514,0.7950217252386631,4.556785899360133,0.5,49052.76,1.1956329037633204,-87169.85719873189,7.04304603149132e-05,1.0841543824552993,218.34399342495217,36.106407876409946,719685.6730011553,0.1452830953312198,0.24999999999999994,0.12515381160301578,0.0007112,0.85,6.0,200.0,9715484.803617155,69.825016333231,80.6267218013249
36.106407876409946,1000000.0,0.7974539142751044,4.57605616669268,0.5,49052.76,1.1956457658834363,-121157.76932102565,7.043053924526052e-05,1.50714941611741,218.29932299810255,36.106407876409946,1000000.0000000005,0.20192961553504274,0.24999999999999994,0.12515381143138635,0.0007112,0.85,6.0,200.0,9740292.795136899,69.82499701180387,80.60253323797585
36.106407876409946,1389495.494373136,0.800836911874386,4.602857755060662,0.5,49052.76,1.1956638053531634,-168417.09491613074,7.043064993280202e-05,2.0955747121744643,218.23727392681351,36.106407876409946,1389495.4943731353,0.28069515819355123,0.24999999999999994,0.1251538111922728,0.0007112,0.85,6.0,200.0,9774802.02572306,69.8249700932389,80.56894629029544
36.106407876409946,1930697.7288832497,0.8055443108311815,4.640148065149893,0.5,49052.76,1.1956891942131125,-234148.12673889787,7.043080569622082e-05,2.914499888621971,218.15109628456108,36.106407876409946,1930697.7288832497,0.3902468778981631,0.24999999999999994,0.12515381085879815,0.0007112,0.85,6.0,200.0,9822827.226395266,69.82493255179246,80.52232170635685
36.106407876409946,2682695.7952797273,0.8120982760500133,4.692058922946389,0.5,49052.76000000001,1.1957250943524018,-325605.9116538974,7.043102593465398e-05,4.054941165512499,218.03142890527886,36.106407876409946,2682695.795279727,0.5426765194231623,0.24999999999999994,0.1251538103930638,0.0007112,0.85,6.0,200.0,9889702.893189875,69.82488012093458,80.45762268219264
36.106407876409946,3727593.720314938,0.8212303075237354,4.764375335653486,0.5,49052.76000000001,1.1957761754660248,-452928.2858401868,7.043133934268815e-05,5.644546825529153,217.8652991860604,36.106407876409946,3727593.7203149376,0.7548804764003114,0.24999999999999994,0.12515380974133938,0.0007112,0.85,6.0,200.0,9982907.341332767,69.8248067517748,80.36788910376399
36.106407876409946,5179474.6792312125,0.8339684451798804,4.865221166776854,0.5,49052.76000000001,1.195849455495702,-630313.0445333535,7.043178919212309e-05,7.863016301100245,217.6347494875015,36.106407876409946,5179474.6792312125,1.0505217408889227,0.24999999999999994,0.1251538088268914,0.0007112,0.85,6.0,200.0,10112960.598916106,69.82470380573747,80.24352437482361
36.106407876409946,7196856.730011513,0.8517639357388608,5.0060523843264475,0.5,49052.76,1.1959556972356877,-877706.417263073,7.043244228863632e-05,10.964685448147856,217.31496054197075,36.106407876409946,7196856.730011513,1.4628440287717883,0.24999999999999997,0.1251538075390722,0.0007112,0.85,6.0,200.0,10294732.95917039,69.82455882606038,80.0713381183386
36.106407876409946,,,,,,,,,,,,,,,,,,,,,,
44.721359549995796,100000.0,0.7751683734540621,4.425120573806485,0.5,49052.76,1.155064131174964,-12105.874167830832,8.723496741159647e-05,0.15051344512164774,218.425022399523,44.721359549995796,100000.00000000007,0.020176456946384723,0.24999999999999994,0.12515383771233454,0.0007112,0.85,6.0,200.0,9471891.673677318,69.82795549935344,78.4614415003049
44.721359549995796,138949.5494373139,0.7755060770964913,4.427795794250534,0.5,49052.76000000001,1.1550653001617963,-16821.776049742486,8.723498138975393e-05,0.20915226566942616,218.41852132399066,44.721359549995796,138949.54943731386,0.028036293416237472,0.24999999999999997,0.12515383768783728,0.0007112,0.85,6.0,200.0,9475336.86163625,69.82795274177725,78.45867472343112
44.721359549995796,193069.77288832495,0.7759753836626888,4.431513509531604,0.5,49052.76000000001,1.1550669266913245,-23375.16941130183,8.72350008388371e-05,0.29064416002990834,218.40948850892832,44.721359549995796,193069.77288832498,0.03895861568550305,0.24999999999999997,0.12515383765378707,0.0007112,0.85,6.0,200.0,9480124.696920885,69.82794890886204,78.45483063039725
44.721359549995796,268269.57952797273,0.7766276160506875,4.436680240340966,0.5,49052.76000000001,1.155069191046623,-32482.371988496514,8.723502791442854e-05,0.40390289712003213,218.3969382258282,44.721359549995796,268269.57952797273,0.05413728664749418,0.24999999999999997,0.12515383760645268,0.0007112,0.85,6.0,200.0,9486778.844471633,69.82794358058071,78.44948991948698
44.721359549995796,372759.3720314938,0.7775341469846467,4.443861286784553,0.5,49052.76000000001,1.1550723456572416,-45139.284789854944,8.723506563470808e-05,0.5613258771672295,218.37950115661772,44.721359549995796,372759.3720314938,0.0752321413164249,0.24999999999999994,0.12515383754063944,0.0007112,0.85,6.0,200.0,9496027.59592816,69.8279361722016,78.4420702596532
44.721359549995796,517947.46792312124,0.7787942641155469,4.453842984126263,0.5,49052.76000000001,1.155076744990692,-62730.83043041071,8.723511823790456e-05,0.7801619880134396,218.35527531117594,44.721359549995796,517947.4679231212,0.10455138405068452,0.24999999999999994,0.12515383744911068,0.0007112,0.85,6.0,200.0,9508884.188043801,69.82792586910685,78.4317630583776
44.721359549995796,719685.6730011514,0.7805461506947039,4.467719591935514,0.5,49052.76000000001,1.1550828887486073,-87183.52394101417,8.723519169906283e-05,1.0844225619506107,218.32161918061755,44.721359549995796,719685.6730011548,0.1453058732350236,0.24999999999999994,0.12515383732177435,0.0007112,0.85,6.0,200.0,9526758.981784819,69.82791153526169,78.41744584964985
44.721359549995796,1000000.0,0.7829822442535441,4.487014772562695,0.5,49052.76,1.1550914850888239,-121178.45160130599,8.723529448704831e-05,1.507556733693403,218.27486491128343,44.721359549995796,1000000.0000000002,0.20196408600217663,0.24999999999999994,0.1251538371445367,0.0007112,0.85,6.0,200.0,9551616.453069398,69.82789158417584,78.39756103808796
44.721359549995796,1389495.494373136,0.7863707736430582,4.513851833903353,0.5,49052.76000000001,1.1551035446319076,-168449.11157988312,8.723543869208723e-05,2.0962080465776958,218.2099208994391,44.721359549995796,1389495.4943731362,0.2807485192998052,0.24999999999999994,0.12515383689767767,0.0007112,0.85,6.0,200.0,9586195.501599055,69.82786379601038,78.36994834334939
44.721359549995796,1930697.7288832497,0.79108606636088,4.551193099771021,0.5,49052.76,1.1551205229192114,-234198.97417688253,8.723564173986081e-05,2.9155110664213453,218.1197218110301,44.721359549995796,1930697.7288832492,0.39033162362813756,0.24999999999999994,0.12515383655353143,0.0007112,0.85,6.0,200.0,9634319.791716337,69.82782505648778,78.33161377843155
44.721359549995796,2682695.7952797273,0.7976514051270909,4.603178013714266,0.5,49052.76,1.1551445410585766,-325688.9254701633,8.723592906116089e-05,4.056602389441057,217.99446869949185,44.721359549995796,2682695.7952797282,0.5428148757836055,0.24999999999999994,0.12515383607314398,0.0007112,0.85,6.0,200.0,9701337.207078457,69.82777098061253,78.2784121206445
44.721359549995796,3727593.720314938,0.8068000355366146,4.67560370659896,0.5,49052.76,1.1551787357286405,-453067.719833411,8.723633836638048e-05,5.647357770905396,217.82058159020798,44.721359549995796,3727593.7203149376,0.7551128663890183,0.24999999999999994,0.12515383540139552,0.0007112,0.85,6.0,200.0,9794746.6038834,69.8276953636255,78.20461243366883
44.721359549995796,5179474.6792312125,0.8195628087494338,4.776613966050521,0.5,49052.76000000001,1.1552278282209647,-630553.8890363774,8.723692670037681e-05,7.867914571993356,217.5792606897606,44.721359549995796,5179474.67923121,1.0509231483939625,0.24999999999999997,0.12515383445977105,0.0007112,0.85,6.0,200.0,9925100.450527394,69.82758936710806,78.10230740156749
44.721359549995796,7196856.730011513,0.8373956615662287,4.917698681388727,0.5,49052.76000000001,1.1552990717745157,-878133.6362076608,8.723778246540648e-05,10.9734680258239,217.24452002871095,44.721359549995796,7196856.730011515,1.4635560603461015,0.24999999999999997,0.1251538331354305,0.0007112,0.85,6.0,200.0,10107322.069579063,69.82744028855969,77.96061791397855
44.721359549995796,,,,,,,,,,,,,,,,,,,,,,
55.39182980610754,100000.0,0.7639012796225139,4.355794407132615,0.5,49052.76,1.1233687949833886,-12106.844909343803,0.00010804921597702637,0.15053214017515365,218.41393999151592,55.39182980610754,99999.99999999983,0.02017807484890634,0.24999999999999994,0.1251538578617496,0.0007112,0.85,6.0,200.0,9324998.488359733,69.83022357668202,76.71812436820268
55.39182980610754,138949.5494373139,0.7642394173412173,4.358472349716261,0.5,49052.76,1.12336957414073,-16823.15142094243,0.00010804923396390615,0.2091787820805135,218.40720141962973,55.39182980610754,138949.5494373141,0.02803858570157072,0.24999999999999994,0.12515385783657262,0.0007112,0.85,6.0,200.0,9328449.253325181,69.83022074278395,76.7158597943206
55.39182980610754,193069.77288832495,0.7647093287478659,4.362193860948449,0.5,49052.76000000001,1.1233706582818974,-23377.131731126356,0.00010804925899194961,0.2906820474200016,218.3978386106026,55.39182980610754,193069.772888325,0.03896188621854393,0.24999999999999997,0.12515385780157878,0.0007112,0.85,6.0,200.0,9333244.854894089,69.83021680390115,76.71271342541677
55.39182980610754,268269.57952797273,0.765362404832514,4.367365892407153,0.5,49052.76000000001,1.1233721675972577,-32485.1976363695,0.00010804929383659364,0.4039575575901476,218.3848298142489,55.39182980610754,268269.5795279726,0.05414199606061583,0.24999999999999997,0.12515385775293444,0.0007112,0.85,6.0,200.0,9339909.826641647,69.83021132853537,76.70834203558132
55.39182980610754,372759.3720314938,0.7662701144103939,4.374554354730901,0.5,49052.76000000001,1.1233742703931284,-45143.40236603241,0.00010804934238499938,0.5614057268060539,218.36675566586933,55.39182980610754,372759.37203149375,0.07523900394338734,0.24999999999999994,0.12515385768530385,0.0007112,0.85,6.0,200.0,9349173.682063987,69.83020371608622,76.70226892742306
55.39182980610754,517947.46792312124,0.7675318815148232,4.384546454418821,0.5,49052.76000000001,1.1233772030429,-62736.921725901826,0.00010804941009772689,0.780280484724478,218.34164464608227,55.39182980610754,517947.4679231211,0.10456153620983637,0.24999999999999994,0.12515385759125508,0.0007112,0.85,6.0,200.0,9362051.38455714,69.83019313002195,76.69383214432769
55.39182980610754,719685.6730011514,0.76928608446092,4.3984377060706095,0.5,49052.76000000001,1.1233812988321161,-87192.70335995997,0.00010804950467705174,1.084601829762933,218.3067586553155,55.39182980610754,719685.673001154,0.14532117226659996,0.24999999999999994,0.12515385746042712,0.0007112,0.85,6.0,200.0,9379955.750344679,69.83017840412064,76.68211269686086
55.39182980610754,1000000.0,0.7717254426412777,4.417753602350913,0.5,49052.76000000001,1.1233870302014721,-121192.59157004992,0.00010804963704761925,1.5078341763946188,218.25829566607212,55.39182980610754,1000000.0000000044,0.20198765261674986,0.24999999999999994,0.12515385727835726,0.0007112,0.85,6.0,200.0,9404854.77612916,69.83015791045202,76.66583519167787
55.39182980610754,1389495.494373136,0.7751185976700089,4.444620162987229,0.5,49052.76,1.123395071604503,-168471.44315322465,0.00010804982282017656,2.0966486381764766,218.1909777151215,55.39182980610754,1389495.4943731362,0.28078573858870776,0.24999999999999994,0.12515385702482118,0.0007112,0.85,6.0,200.0,9439492.467049092,69.83012937256979,76.64323044801047
55.39182980610754,1930697.7288832497,0.7798404919619037,4.482003810013187,0.5,49052.76,1.1234063948426414,-234235.21230625623,0.00010805008452242627,2.9162305644453888,218.09748066685458,55.39182980610754,1930697.7288832502,0.39039202051042704,0.24999999999999994,0.12515385667146914,0.0007112,0.85,6.0,200.0,9487699.999938563,69.83008959941503,76.61184594289242
55.39182980610754,2682695.7952797273,0.7864153442193439,4.5340503312720015,0.5,49052.76,1.1234224168612932,-325749.40502398304,0.0001080504550839343,4.057811842442491,217.9676462504929,55.39182980610754,2682695.7952797273,0.5429156750399716,0.24999999999999994,0.1251538561784286,0.0007112,0.85,6.0,200.0,9554836.52304786,69.83003410291037,76.56828501795813
55.39182980610754,3727593.720314938,0.7955778625462694,4.606566961430021,0.5,49052.76,1.1234452344176349,-453171.4992366987,0.00010805098343491844,5.649450134056368,217.7873957546672,55.39182980610754,3727593.7203149386,0.7552858320611645,0.24999999999999994,0.12515385548936542,0.0007112,0.85,6.0,200.0,9648418.1884105,69.82995654199105,76.50784953260029
55.39182980610754,5179474.6792312125,0.8083612552606599,4.7077141071974555,0.5,49052.76000000001,1.1234780059467018,-630736.7281318479,0.00010805174378130495,7.871635980960045,217.53723745066716,55.39182980610754,5179474.679231212,1.0512278802197466,0.24999999999999997,0.12515385452419459,0.0007112,0.85,6.0,200.0,9779024.804165863,69.82984790211891,76.42405308421021
55.39182980610754,7196856.730011513,0.8262253957582402,4.849009985047513,0.5,49052.76000000001,1.1235255877471966,-878463.7055173968,0.00010805285147461445,10.980262774062547,217.19022599816668,55.39182980610754,7196856.730011513,1.464106175862328,0.24999999999999997,0.1251538531681201,0.0007112,0.85,6.0,200.0,9961624.434473356,69.82969526144787,76.30796359961782
55.39182980610754,,,,,,,,,,,,,,,,,,,,,,
68.60826325815647,100000.0,0.7550709860431402,4.301461799599509,0.5,49052.76,1.0984350189803427,-12107.451027303923,0.00013382971437530074,0.15054366717750323,218.4072045969054,68.60826325815647,99999.99999999997,0.02017908504550654,0.24999999999999997,0.12515387373406023,0.0007112,0.85,6.0,200.0,9209874.776728962,69.83201010430814,75.34066982667302
68.60826325815647,138949.5494373139,0.7554094834065325,4.304141987729418,0.5,49052.76,1.0984355381319557,-16824.015229771565,0.00013382973732759288,0.20919523778404076,218.40027217168873,68.60826325815647,138949.54943731395,0.02804002538295261,0.24999999999999997,0.12515387370830655,0.0007112,0.85,6.0,200.0,9213330.178154675,69.8320072056407,75.33882205157352
68.60826325815647,193069.77288832495,0.7558798959509475,4.307866630383136,0.5,49052.76,1.0984362604959526,-23378.373735339068,0.00013382976926614142,0.2907057608778134,218.3906400074278,68.60826325815647,193069.77288832646,0.03896395622556511,0.24999999999999997,0.12515387367251177,0.0007112,0.85,6.0,200.0,9218132.236398755,69.83200317682461,75.3362547595974
68.60826325815647,268269.57952797273,0.7565336710959797,4.313043034674871,0.5,49052.76000000001,1.0984372661576751,-32487.004053335586,0.00013382981373431845,0.403992147308537,218.37725694917012,68.60826325815647,268269.57952797273,0.05414500675555931,0.24999999999999994,0.12515387362275573,0.0007112,0.85,6.0,200.0,9224806.20738058,69.83199757661909,75.33268787270906
68.60826325815647,372759.3720314938,0.7574423572985235,4.3202376150676995,0.5,49052.76000000001,1.0984386672647828,-45146.06825917406,0.00013382987569596092,0.5614569610107546,218.35866277711477,68.60826325815647,372759.3720314938,0.07524344709862343,0.24999999999999994,0.1251538735535825,0.0007112,0.85,6.0,200.0,9234082.62080509,69.83198979094165,75.32773238253914
68.60826325815647,517947.46792312124,0.7587054916441618,4.330238297133971,0.5,49052.76000000001,1.0984406213232167,-62740.92736678551,0.00013382996212629703,0.7803578136763052,218.33282920910312,68.60826325815647,517947.46792312135,0.10456821227797584,0.24999999999999994,0.1251538734573943,0.0007112,0.85,6.0,200.0,9246977.87635505,69.83197896463284,75.32084807042547
68.60826325815647,719685.6730011514,0.7604616141754945,4.344141631526413,0.5,49052.76000000001,1.0984433504214697,-87198.85223078691,0.0001338300828682867,1.0847211718808953,218.296939284009,68.60826325815647,719685.6730011534,0.14533142038464483,0.24999999999999994,0.12515387332360148,0.0007112,0.85,6.0,200.0,9264906.833111743,69.8319639057916,75.31128489747061
68.60826325815647,1000000.0,0.7629036780380578,4.363474622286885,0.5,49052.76000000001,1.0984471693860154,-121202.2641841466,0.00013383025189090124,1.5080230751935166,218.24708141607,68.60826325815647,1000000.0000000035,0.20200377364024433,0.24999999999999994,0.1251538731374269,0.0007112,0.85,6.0,200.0,9289840.418113438,69.83194295119998,75.29800183282163
68.60826325815647,1389495.494373136,0.7663006672774866,4.39036552923673,0.5,49052.76,1.0984525276795933,-168487.07086977464,0.00013383048917046356,2.0969559565649174,218.17782544919032,68.60826325815647,1389495.494373136,0.28081178478295776,0.24999999999999994,0.1251538728782165,0.0007112,0.85,6.0,200.0,9324526.88750006,69.83191377613768,75.27955458145112
68.60826325815647,1930697.7288832497,0.771028034678761,4.427784161291919,0.5,49052.76,1.0984600729513774,-234261.1730812182,0.0001338308235639264,2.9167449637671377,218.0816358500544,68.60826325815647,1930697.7288832497,0.390435288468697,0.24999999999999994,0.1251538725170358,0.0007112,0.85,6.0,200.0,9372803.676690197,69.83187312392954,75.25394058023812
68.60826325815647,2682695.7952797273,0.777610776239594,4.479881552484659,0.5,49052.76,1.0984707495603836,-325793.73592160153,0.0001338312973082472,4.058697475289166,217.94806075524147,68.60826325815647,2682695.7952797273,0.5429895598693358,0.24999999999999994,0.12515387201322542,0.0007112,0.85,6.0,200.0,9440039.324775409,69.83181641813538,75.21838555398077
68.60826325815647,3727593.720314938,0.7867848154943238,4.552473298631535,0.5,49052.76,1.0984859550031834,-453249.20529315306,0.0001338319732688657,5.65101652798745,217.76261378886107,68.60826325815647,3727593.7203149376,0.7554153421552551,0.24999999999999997,0.12515387130940522,0.0007112,0.85,6.0,200.0,9533764.41486509,69.83173720031174,75.1690506867725
68.60826325815647,5179474.6792312125,0.7995853214436812,4.6537335717966775,0.5,49052.76000000001,1.098507794423347,-630876.2456420391,0.000133832946983822,7.874476950101959,217.50523732857485,68.60826325815647,5179474.679231213,1.0514604094033986,0.24999999999999994,0.1251538703241292,0.0007112,0.85,6.0,200.0,9664581.589888718,69.831626303185,75.10063302930443
68.60826325815647,7196856.730011513,0.8174754455242763,4.795204078280995,0.5,49052.76000000001,1.098539504475188,-878719.6821063396,0.00013383436733804658,10.98553756744403,217.14820083184645,68.60826325815647,7196856.730011515,1.464532803510566,0.24999999999999994,0.12515386894088604,0.0007112,0.85,6.0,200.0,9847496.328613548,69.8314706125063,75.0058244792522
68.60826325815647,,,,,,,,,,,,,,,,,,,,,,
84.97812409839364,100000.0,0.7481094099407648,4.258627359196673,0.5,49052.76,1.0787219785847975,-12107.821112829746,0.0001657614061304226,0.15055057682866638,218.40325180400242,84.97812409839364,100000.0,0.020179701854716244,0.24999999999999997,0.12515388629702873,0.0007112,0.85,6.0,200.0,9119114.224931687,69.83342407843432,74.24747928009306
84.97812409839364,138949.5494373139,0.7484482033404276,4.261309389328596,0.5,49052.76,1.0787223248887723,-16824.547013870586,0.00016576143523158973,0.2092051947716964,218.39616164067192,84.97812409839364,138949.54943731398,0.02804091168978431,0.24999999999999997,0.1251538862707909,0.0007112,0.85,6.0,200.0,9122573.453030096,69.83342112540282,74.24597503519053
84.97812409839364,193069.77288832495,0.7489190283983738,4.26503660072146,0.5,49052.76,1.0787228067406247,-23379.14655306386,0.00016576147572779678,0.2907202841658036,218.38631030112464,84.97812409839364,193069.77288832597,0.038965244255106425,0.24999999999999994,0.12515388623432397,0.0007112,0.85,6.0,200.0,9127380.84038377,69.83341702109693,74.24388503024417
84.97812409839364,268269.57952797273,0.7495733789956837,4.270216592214309,0.5,49052.76000000001,1.0787234775533276,-32488.14339259894,0.00016576153211350688,0.4040136576267519,218.37262270194464,84.97812409839364,268269.5795279727,0.05414690565433157,0.24999999999999994,0.1251538861836348,0.0007112,0.85,6.0,200.0,9134062.23927191,69.83341131609308,74.24098124149894
84.97812409839364,372759.3720314938,0.7504828691704696,4.277416191720953,0.5,49052.76000000001,1.0787244121182817,-45147.77798522247,0.0001657616106861064,0.5614894226007981,218.3536053758116,84.97812409839364,372759.3720314939,0.07524629664203744,0.24999999999999994,0.1251538861131664,0.0007112,0.85,6.0,200.0,9143349.01848536,69.83340338498111,74.23694694937171
84.97812409839364,517947.46792312124,0.7517471291168578,4.2874239150032745,0.5,49052.76000000001,1.0787257154656793,-62743.54784800283,0.0001657617202970181,0.7804078995303287,218.32718384517608,84.97812409839364,517947.4679231212,0.10457257974667139,0.24999999999999994,0.12515388601518188,0.0007112,0.85,6.0,200.0,9156258.763871787,69.83339235694324,74.23134230212845
84.97812409839364,719685.6730011514,0.7535048321035838,4.301337163261964,0.5,49052.76000000001,1.0787275356709265,-87202.96703010373,0.00016576187344113363,1.0848004163002138,218.2904769642966,84.97812409839364,719685.6730011527,0.14533827838350624,0.24999999999999994,0.12515388587889906,0.0007112,0.85,6.0,200.0,9174208.02203807,69.83337701847897,74.22355656961413
84.97812409839364,1000000.0,0.755949123890669,4.320684181673876,0.5,49052.76000000001,1.07873008260207,-121208.8987681156,0.00016576208785938775,1.5081519091664208,218.23948397034098,84.97812409839364,1000000.0000000023,0.20201483128019265,0.24999999999999994,0.12515388568927627,0.0007112,0.85,6.0,200.0,9199170.14146308,69.83335567666177,74.21274199890284
84.97812409839364,1389495.494373136,0.7593492707973555,4.347595070321607,0.5,49052.76,1.0787336558018574,-168498.06723868297,0.0001657623889382234,2.097171370473123,218.1686508101105,84.97812409839364,1389495.4943731357,0.28083011206447156,0.24999999999999994,0.12515388542529693,0.0007112,0.85,6.0,200.0,9233896.89257063,69.83332596607706,74.19772229184206
84.97812409839364,1930697.7288832497,0.7640811465219189,4.38504242183936,0.5,49052.76,1.0787386867482873,-234279.90350898507,0.00016576281338035617,2.9171152297367042,218.0702698234726,84.97812409839364,1930697.7288832502,0.39046650584830844,0.24999999999999994,0.1251538850575332,0.0007112,0.85,6.0,200.0,9282230.887624698,69.83328457463355,74.17686618026765
84.97812409839364,2682695.7952797273,0.7706703885043036,4.43718158477877,0.5,49052.76,1.078745804315652,-325826.4757588544,0.00016576341496428077,4.059350762172153,217.93365003248647,84.97812409839364,2682695.7952797273,0.5430441262647574,0.24999999999999994,0.12515388454465898,0.0007112,0.85,6.0,200.0,9349548.438916307,69.8332268510627,74.14791320436099
84.97812409839364,3727593.720314938,0.7798539240277867,4.50983503633879,0.5,49052.76,1.0787559386019323,-453307.798194161,0.00016576427384342232,5.652197212721388,217.7439729230247,84.97812409839364,3727593.7203149367,0.7555129969902683,0.24999999999999994,0.1251538838284052,0.0007112,0.85,6.0,200.0,9443392.085082872,69.83314623712434,74.10773443904614
84.97812409839364,5179474.6792312125,0.792668542747101,4.6111882878100605,0.5,49052.76000000001,1.0787704896529278,-630983.3302093957,0.00016576551203519344,7.876658038556718,217.4807195932924,84.97812409839364,5179474.679231212,1.051638883682326,0.24999999999999997,0.12515388282616172,0.0007112,0.85,6.0,200.0,9574383.40609429,69.83303343489499,74.05200548833572
84.97812409839364,7196856.730011513,0.8105801085121067,4.752802415899891,0.5,49052.76000000001,1.078791608053607,-878919.0625631664,0.00016576732007778853,10.989649140515041,217.1155190248068,84.97812409839364,7196856.730011512,1.464865104271944,0.24999999999999997,0.125153881419936,0.0007112,0.85,6.0,200.0,9757558.945602711,69.83287516394083,73.9747627851677
84.97812409839364,,,,,,,,,,,,,,,,,,,,,,
105.25381684870872,100000.0,0.7425951807491583,4.224698407758608,0.5,49052.76,1.0630734257663157,-12108.040418985785,0.00020531196086434915,0.15055455732064257,218.40105016387685,105.25381684870871,100000.00000000001,0.02018006736497631,0.24999999999999994,0.12515389627896584,0.0007112,0.85,6.0,200.0,9047223.264035087,69.83454751319033,73.37686640122216
105.25381684870872,138949.5494373139,0.7429342166614405,4.227381942699583,0.5,49052.76,1.0630736573262016,-16824.865966307472,0.00020531199757948908,0.20921101392270192,218.39383192921227,105.25381684870871,138949.5494373139,0.028041443277179123,0.24999999999999997,0.12515389625232512,0.0007112,0.85,6.0,200.0,9050685.633604242,69.8345445149138,73.37564387736971
